rank	pmid	source_file	abstract_sha256
88	41700997	00088-41700997-abstract.txt	8e467731a8d369ecaaebc1ab317453c31fb8a63e6e57008b199c95d523501362
89	40658455	00089-40658455-abstract.txt	ad4a3e940a488e39ee17cc9237e3f0c6c76916e6ac489e00727cc67a58f75cbd
90	40632136	00090-40632136-abstract.txt	45006c78498ac152219004dc665e12f91125ba7746d6e7c4d9b6a6a3aff06fba
91	40720258	00091-40720258-abstract.txt	d256e6bb692b27bc62d8b1add3ff8abbc925a291e1f360978e8d34067d9e8798
92	40643100	00092-40643100-abstract.txt	f44f7547957fd6a22ec67d343ea3abd9b7a01e50307bcdfb987cf72bddda94f3
93	40627528	00093-40627528-abstract.txt	0502d058efcd714f5390bfa2f55a10b36b9e82d5c2fbd0cb51deff100444944f
94	40637718	00094-40637718-abstract.txt	f40fa6fa4a20d08edcda37404910a094afeaf309a0814b21fc84e55ea71f27df
95	40632141	00095-40632141-abstract.txt	6c5f0842bd6fd7a42d4b018ef20be2392213f212779e88631b5861a4f97e4ce0
96	40577042	00096-40577042-abstract.txt	c23acfe1c042ce68d6e07273f2ec3ea4730599d2c10fa0d575d652723a6807ac
97	40577047	00097-40577047-abstract.txt	7c1d43937f3c1c63c3b963a70cc71d53f0edeaeff55ba6153151649ed4b46966
98	40512541	00098-40512541-abstract.txt	43811724937a1a0afb9b635f22b63db86be3bab9aba3e33a09cd43ab667fcb6a
99	40459242	00099-40459242-abstract.txt	4d7d18d457c8b0e4e5d3e52ea545942cee2ea5a5e368776c50cb9ba016cb9065
100	40587182	00100-40587182-abstract.txt	59bdac1d08badb7985a8f9d26d2c86f657ea5d70cbd81f10a6136498a5967e82
101	40569820	00101-40569820-abstract.txt	842fef456ecef09b2b53c1e1c532b6180ce376a77aae15f45e2a48435b033b7f
102	40471659	00102-40471659-abstract.txt	6754d23956cbc24eefe0045ac56a037acb10e4c97de00b796dbf3a17e1749e9d
103	40536800	00103-40536800-abstract.txt	acb5d48d28f7145124c72fe561500ed9b501b231bbf16b9ab03f2a6a26d9e4e7
104	40519152	00104-40519152-abstract.txt	2c4333f01f21b44f4658708c0cc21222e6c253bce6c44cd8392393a69b2379cd
105	40478233	00105-40478233-abstract.txt	742b36dc2c6e09d4a303a7e5682dd39144fd6726c08423adb630677e0e1a5287
106	41568811	00106-41568811-abstract.txt	1a52e211bd73d09d15e293a32ca0d749cba80ac0a10c24c1149b662b11ab6efd
107	41532987	00107-41532987-abstract.txt	51ea708c76f679241dca523df1055bd9994dbffea875f3285378e12947e23d8a
108	41609670	00108-41609670-abstract.txt	603f8f801f59891ff86b9c70158982f11da025f70f62004c041038bad850d322
109	41587076	00109-41587076-abstract.txt	820a1a55fd164c93ef1676374c8a474ee541150c857b8ed697bee328eab2ffc8
110	41532985	00110-41532985-abstract.txt	68cfdf57de7124ec8e279131f0117f72aa255bd890b3416f974662522471eebb
111	41528124	00111-41528124-abstract.txt	d2530c671640adb45d03c7352d291b0643a2ee42db9e8222fa6ed82c87f2ac42
112	41498631	00112-41498631-abstract.txt	014f751125accc7f54ec2b94bada93b2cc74bfd96faa6829ab105cf07496eea8
113	41556759	00113-41556759-abstract.txt	72544abbfdb58828c170b1e5649fb266be51a4821ee92fea9cfa5ad931c81612
114	41537683	00114-41537683-abstract.txt	14d6f9c233870472f9aee7157f630c2f9ff815f938706015fe71cb7274f75e1a
115	41528340	00115-41528340-abstract.txt	ce5a94fa07a9a2b094826117cc33264e9639db28ec8f0a958ba41874867c64db
116	41528334	00116-41528334-abstract.txt	ba4e05abce86c2d18bdab255f49bdd1f6aec01f8f76b3f200ac2e19ffec45f60
117	41591803	00117-41591803-abstract.txt	5f07075a8c81a1fd9dd6b0dee7fdb4c810b40fcb914de7e28b6815137969e7b5
118	41568813	00118-41568813-abstract.txt	10ee8d9614bc5b5f0117cf41e41a5146f436264bfc1c6b7ff07ac110dc23b44c
119	41532972	00119-41532972-abstract.txt	a8dd27e00518de57dad622594970c0193ef035096feaf072ebf5f7bec1dc4c69
120	41528336	00120-41528336-abstract.txt	52904e43793349af8b17e260927ad82e605ff4e1696aeeac1e11e33c328561d3
121	41528338	00121-41528338-abstract.txt	862b14640e430c2dcd53ee650f20691d5b7692b9f7c7fdf349b5b5947c648c64
122	41609751	00122-41609751-abstract.txt	5cb01b5771c4ebc47315f396d4feb50ca8e5f261de2552350453130ca1d796b8
123	41556941	00123-41556941-abstract.txt	9b7eaf332d981a64b89876ad23427d8f07fb6dc94b7ca494ef63678e0eca8316
124	40445840	00124-40445840-abstract.txt	c118ef38b417d046dbdf57b5b2b74ef103f51ed016d3b3a72e541245253192e7
125	40338632	00125-40338632-abstract.txt	03a064ff0c06e097f07ac1bfc52c3687731820ed85979eb98eda6fdcd0b417c7
126	40378063	00126-40378063-abstract.txt	faff9f43d80dd648562ebd25fd170cd5f2ae48c7e35cae7942b1b72f85ae3423
127	40338641	00127-40338641-abstract.txt	6033269ffceaea2266584ec3b70cceaa54a91fb72ec3d438dbfd47f256727651
128	40445848	00128-40445848-abstract.txt	b86c27be8ef89c039056416dbac0c5bb892b9aa0687cb163b2a865d9bd45b58a
129	40358009	00129-40358009-abstract.txt	2a02ee0d441e6b482683506c32fe7ee087794e41e293bed896d5197b03948cd7
130	40343853	00130-40343853-abstract.txt	d572061b2183702229e6ecf748bf8c2d17a313844c28e615c2606c7e582fc5f6
131	40338649	00131-40338649-abstract.txt	a24bfb103be95655db0d1e6f800f0c2946bf3ca7753b425ea874c9612af39d50
132	41417013	00132-41417013-abstract.txt	cf8cdaa002c6cf64b5b9d09f87afd1145a2c7faf06239bd8a1353d66e763850a
133	41335122	00133-41335122-abstract.txt	19b47313e5d0e2306627af302c626c3b444933d5cbd193f4919198501de3d0b9
134	41406016	00134-41406016-abstract.txt	d1c71e799b28e03b3f555a84bce96eb954a6c82311a0e44d32c80c9f9becc913
135	41369523	00135-41369523-abstract.txt	bc937a53ad88af69027e6f3e9b2f75edda04c38e0e712001a56863d9ab292d99
136	41359371	00136-41359371-abstract.txt	e40d2d7becf23ee971e1f377a4a292354019271500a9e78c8ff06f2704ebcc5a
137	41369525	00137-41369525-abstract.txt	87b3ee8f134e465f3d59e3380c2b102b13534f7bf8ee02cfebf3418e61409cee
138	41335121	00138-41335121-abstract.txt	8ba53f7c58fecc5ea642f446c951cb36e1f22edf8a738881c71a3faf6f48265a
139	41417008	00139-41417008-abstract.txt	767305ca9490f93431a1d111342a2f719353cbeff898d3a57c5277c74010fbea
140	41369521	00140-41369521-abstract.txt	e5a3be48e15ad7b8646687b3addf7cae62cb2e33df42b8625d7415dd9a719df3
141	41359480	00141-41359480-abstract.txt	a778fc4436f215eba853ccae6e2da7aa7655876b56e2b9b8fb6a4482498d505c
142	41348572	00142-41348572-abstract.txt	deee21556bce7d72602e3d753dcd678c9ffcac90430cbc4d2c9350db73b59f27
143	41417621	00143-41417621-abstract.txt	d8e9388a1fd921a13e75e30937a8f317bb77cc1a666a687e427cc7c59c39a2c1
144	41406014	00144-41406014-abstract.txt	d4b0c42127346ab0bcc6d779c0b3e3bec827c69d4a23d42661a8dc317c853fcc
145	41417646	00145-41417646-abstract.txt	97f8f6b4e64b431c07b06807808d7a657d34aba2fbcac5ec871981b27afb53b5
146	40202776	00146-40202776-abstract.txt	83a137363d6531738ce64d09cc4defb27039896ff17537e91daaa93c77a32253
147	40208665	00147-40208665-abstract.txt	397b4192e046952d76de1bd021c536dac50ac3ca8f521e08ac29f7889100a6c2
148	40237743	00148-40237743-abstract.txt	e6a37db28fa9137a69eea11de3ce6ccf32655647fc7c751fef46ae3976e44561
149	40237437	00149-40237437-abstract.txt	71299932204e6d38cf70107588c779b198fa9a7d7cd9e111985daf6a05f03693
150	40177724	00150-40177724-abstract.txt	d35329aaddc91eb220a8157ca6a4c9390b7cf47103c0ddf61a2b10703f6b7806
151	40305097	00151-40305097-abstract.txt	01b558ff6d7be35d6a4805468bc1a412fbf198c33f646ee19402969500061c2b
152	40294111	00152-40294111-abstract.txt	246ec029c8cbf4025c2ed872ea083a2212b93a59af0aa973d502a2dddb5a007c
153	40279255	00153-40279255-abstract.txt	0dd5d88cf4365b5d5ccafa2843503b52e9c01f346fb21484ed36bc5ff5ec8eec
154	41307941	00154-41307941-abstract.txt	4023b7543a9d02d133b8476c81cc931d08eeef60ba3564e1a5bf1570336f8836
155	41201840	00155-41201840-abstract.txt	b6f094f67155abf567465977aaae7b1414be17e671ec176438eb4655e129fd66
156	41191404	00156-41191404-abstract.txt	8bfd24314b969ce9a7267ccabe4103534aaf8ba1f310e36908bf5998a0935886
157	41191402	00157-41191402-abstract.txt	c6d2964fe09b1a0d8ab9b82aafdf6df2d2b40e8ca1078546e6424bc79d88c6bf
158	41259087	00158-41259087-abstract.txt	102b2b7540a0c31e023797a0616b277d98715820dae9316bc7e9d40d49f31432
159	41223244	00159-41223244-abstract.txt	4dd5461baea75c3229b0d568f5425a72ee56bdcd7c9b467d0c52cd2157bc9c94
160	41259095	00160-41259095-abstract.txt	f6cc864817807c2e24614f52fbcfa74756c5408259a0d642e1f996f8dec982b3
161	41187073	00161-41187073-abstract.txt	3ad2c020b5179b2a9d94c1b77c9a22921537913dbdfd01b6b22450486f381ce5
162	41237020	00162-41237020-abstract.txt	f603b0aec19679d919f17c75465687566a62e9fae472f407b01fdc78b6e56dbb
163	41237051	00163-41237051-abstract.txt	cedafa149a25de7966df2f3e901e8246fc44e39f87a800f498bb27bbfad2cfc2
164	41259099	00164-41259099-abstract.txt	036d6996b3024ce8aa9bc4e1a6c2fdc570b00882612b506058f6e88cd059e355
165	41236807	00165-41236807-abstract.txt	cb3d66d9a5c2071426883028678ae74bedd24c81bb1018fdbe5ac906d35ed3b5
166	41191400	00166-41191400-abstract.txt	dae0683570b6fb5f922a03876dfe1217cf80e45535afdb64bcbdf1569ad4d609
167	40085484	00167-40085484-abstract.txt	be19fe045bea3dd5c0f8672b22e4ef2e9f810454466a52b6caa90400d95d4ee1
168	40048583	00168-40048583-abstract.txt	b44a35ba51388d9057cc4430f149367a796d67d6b36313a2b353fd5f9846d949
169	40029285	00169-40029285-abstract.txt	aa060e1b6d22e0d046bb6f54a1165b679d7ffeaf8148a1e921e9a079ce6d9e7b
170	40111394	00170-40111394-abstract.txt	d71886c9d36ba3d4dc8af64b908730b43c99f5cd55d7c56bb6bc4d8ec17362a3
171	40094778	00171-40094778-abstract.txt	5c04270b17db81c1cb7a85691df056f9a2cfb569660d863ec0ed0aceb83833f0
172	40067351	00172-40067351-abstract.txt	0d8b46f1deb24030a63e0ff2f6bdaceda4c6ef3deff5f0bc999a08cc734ffba5
173	40063667	00173-40063667-abstract.txt	69423b3b39b5014b5a3709ad143164a1ebd60b597024746bdaf99fdeef20750d
174	40042989	00174-40042989-abstract.txt	077096ba561c39842bfeec096156d2be184996c226c04738cb9a7f30a4c55018
175	40131329	00175-40131329-abstract.txt	2347cdc867638cf0d9cb7246330705aa7e510ddd75d33f147302a11c6c67259c
176	40063668	00176-40063668-abstract.txt	478c295b62b96fca2dedd094fb16764693a838b3f96655ee20b02aa01ff57981
177	40042984	00177-40042984-abstract.txt	a91a30e6110bd26d6fd7b16927c339a38c87902496205f980fdaa7b65d9be215
178	40085491	00178-40085491-abstract.txt	f29bdeb22b4a9f38d0d60a1e60f7c75234c8417a5340e05de790285a701e4257
179	41166405	00179-41166405-abstract.txt	b210a36c34b47194178558d53cab29f342d4b47c670e703e793bccfe7b5801c3
180	41160437	00180-41160437-abstract.txt	b1b3e688f2cbda2856675286055e4c8ea75e0c38c13d228e113c5d7c5e7bf9cc
181	41123959	00181-41123959-abstract.txt	a203530c7bfa12a0319a4d37750a1e3d15689831faf0d39c885341799316c43c
182	41099082	00182-41099082-abstract.txt	989feb3d1067cbf37d3b4b887d64a0c617e71874eb67111ecedcbf450128199c
183	41051866	00183-41051866-abstract.txt	e36e82f1e1514be6916c6b116dd25f8698dbebaef3b81e1075f54a6c9345628d
184	41150054	00184-41150054-abstract.txt	ea3d566673ab0476b883db949c1f42a3c4b48d0acd690967c166f4cafadcac2c
185	41143871	00185-41143871-abstract.txt	ec8440e686bbfbff2ec888c61c5f89b409b1a0e13f8f6af3ecd6f7f82d2280fc
186	41042684	00186-41042684-abstract.txt	3a59f4ac63c5fbddf0da7817137171ff9b6b564ebe486094d15dc3f99d9fecb0
187	40009062	00187-40009062-abstract.txt	62c68db90cf5b18b17f8b737c3fd41197278ff788e645b22a081a4f41a68a89a
188	41150733	00188-41150733-abstract.txt	787d656912f9080d25763999b737cc4cddae63ec0ba3f7e85299218392668807
189	41134294	00189-41134294-abstract.txt	a598bf2b098950c77807d59d307b13c7b1c8ed920db3d214e3f4b7e2e714de10
190	41032358	00190-41032358-abstract.txt	8ec54482567f4794bc018ef848ad20ca1932787e1aade3d7e8d568cf67138f60
191	39999156	00191-39999156-abstract.txt	11fb33147db2135e72d7be800b234205faae906100365870d6915762736da641
192	39928396	00192-39928396-abstract.txt	eab5911626f3ad3c0f1a78278b2657ea9783705ff15e5e6a23117d7cfb3e3807
193	39918553	00193-39918553-abstract.txt	0d4b4e7538cb5a64a906ab1da72d0ada2c7cfbcec2e393ab75c9dffc50238a98
194	39907557	00194-39907557-abstract.txt	e50d2b494f6333bf3bedea7bfd2591f3247aaeddb2b342d4f3673daad8648166
195	41166370	00195-41166370-abstract.txt	94de485b7656a25874b11b2b39fc901124caa3ca5613b9abe478a5805e69fe47
196	41055944	00196-41055944-abstract.txt	699378729370dbb568b30d5643f3e7cbfbf4f937d01e5dbe90cbb0968a4ed406
197	41150160	00197-41150160-abstract.txt	d11b0258dd4fc280a640bbc41a228bc7c98166cb13bd853b0d85796b6085ec2f
198	41160440	00198-41160440-abstract.txt	90875c52a65ea8dbc0504825807638a679594cb45ed54677b1cf51234a983bbb
199	39928400	00199-39928400-abstract.txt	434649f009de4e06d708940759324cb2f25cc83fe424efe6ae95ccc97b06648a
200	40009442	00200-40009442-abstract.txt	2b51895c584f26ea2b3700300da713c35e846db76179a9df10a18b4409ca5778
201	39913296	00201-39913296-abstract.txt	626aaf77b4ade9e2dd3d0fb15bb8e9b95415df47ed08767673a0548ec390168f
202	39903503	00202-39903503-abstract.txt	f0e974b44cba712d424c6fe89a26673513e4d2e508c4edac0cbb5aa7212f015e
203	39847420	00203-39847420-abstract.txt	afe1eef7e50504203a88ee76e1ad986677021065e4840ab185885ba1fa14184d
204	39841530	00204-39841530-abstract.txt	6655ac4b87cfb6aaf114ac7a3a3ba930b5d891ffbd1f7e5dbafcb2853b63c303
205	39751440	00205-39751440-abstract.txt	f02e8db89ee0b0312509879ef723f16c0b2dc4268e324c801843d92cd1dc2df1
206	39869511	00206-39869511-abstract.txt	d02b1d5c7375f606384448ae264b5673ff153f620e89527d2f3f429615fd40a0
207	39773688	00207-39773688-abstract.txt	dd1ff1a4566ec93234f8e34362bb1f7dbc6c0fbfe041636fd014f717511cd11f
208	39757983	00208-39757983-abstract.txt	b76891bb8daef83d82effe95e6e056444239cff6908672111545425728add0d4
209	39841528	00209-39841528-abstract.txt	95f56d60a6e9d8ec93c986c80d5d6a2818fea9b578138a08caf8c6102a94a3f4
210	39836460	00210-39836460-abstract.txt	210bf43ae1274e808fd70ac03b77e27218d8d0f501bfb9b560118a4814a83500
211	39773342	00211-39773342-abstract.txt	44695944e3ad07d0abc6eeac6dcbbbfaa2862d2aaeb2a88f25740ff4b5142e27
212	39760639	00212-39760639-abstract.txt	25759fd5b446cdd9ee3a485f3391e967bb64005fd49696c646d399d004721e56
213	40991451	00213-40991451-abstract.txt	59eb7e0bdd41013d0885b8c815b1c3eaa362d5ea31b4b9db0900f3fb0c20bfd4
214	40977492	00214-40977492-abstract.txt	a24cef08f40f2ade24420e333529ffae8b79fcb3c3d6f1dd948a09559735f4a3
215	40952898	00215-40952898-abstract.txt	3d626b6e32f2a8d5183552bc7804ae7234a609e61faaaacb6afe7579336d7ad9
216	40889135	00216-40889135-abstract.txt	e9859d5434c73580535eed890c97c9f1ada508ae8b2625d87d63b8273ccefe34
217	40981539	00217-40981539-abstract.txt	edc623e4d998627874b76aad53518938de9d33a85dd53fb85d3bea2afa5d9440
218	40924616	00218-40924616-abstract.txt	a3aeb976ffacd01d6115fcebecb4b57642ca20e76b679bd7d2fa58a2dfd23cbb
219	41021387	00219-41021387-abstract.txt	9cc9c8a4f9eb48a844c02c973e10c12ca9b263d70ba56c465762dfc1b5012539
220	41004358	00220-41004358-abstract.txt	b834683117d141d535338132260152194c2f5cd385bca996328464a03ba32a15
221	40971203	00221-40971203-abstract.txt	20e03fc5d064db445c0581a4be1072991523af3fafa462bab30783bdb720b6f4
222	41004378	00222-41004378-abstract.txt	33057c7085ec50ec87b8af1a0e2b19f481a95799b88b2ef132551227e78d737e
